date,loss_amount,SSI,rainfall_7day
2021-04-11,32288.8833246471,0.3083742683364768,51.08252857623711
2021-04-19,51004.54086069385,0.29697619983089574,62.07578310282419
2021-04-29,38216.00282543255,0.33851648995352684,57.56310772906577
2021-05-07,57039.01881944965,0.27295433711021955,46.01625779621429
2021-05-17,41363.94473178376,0.3258545080790922,55.18267582512404
2021-05-17,37667.938672127995,0.31938813602650123,51.43643250815876
2021-05-23,83221.71947072611,0.2867548797722575,31.6416635836742
2021-05-25,49538.84617801807,0.3484763163755849,48.85388140802076
2021-06-04,60288.70194332343,0.3716590380811249,42.94336671213575
2021-06-08,37165.07791864724,0.4066374131473409,55.787679074009155
2021-06-24,171921.07646270483,0.3483767109911878,58.2136977198708
2021-07-10,127185.99309523411,0.4138687553540995,73.3990147570494
2021-07-16,41013.39302296014,0.38570128504353746,47.32370758597506
2021-07-17,33489.28210296794,0.363722555996982,31.655810598425305
2021-07-18,44697.58176472194,0.37665146705129493,45.83256157847174
2021-07-19,33303.586594299246,0.34774659392351714,49.63599021898478
2021-07-31,31436.60405345746,0.3775850302543926,66.46975005975618
2021-08-15,49129.584374298276,0.36384612071922384,47.771770058639746
2021-08-23,81979.53912066725,0.3239969462889932,58.8534541247508
2021-09-04,39001.648116205775,0.3506582216047034,48.43958457101187
2021-09-19,29959.914990116304,0.22670179873293064,38.076570877890624
2021-09-24,155813.30741354797,0.252100805906613,47.69228645366466
2021-10-04,56439.24242362743,0.19318591952425612,31.686000387000444
2021-10-07,84705.43936101216,0.22161184442506915,32.080321333332876
2021-10-08,88358.30359353751,0.22315067450786905,54.10803929142517
2021-10-09,44860.713777270306,0.20062997546772895,56.93441389749854
2021-10-10,25981.400754623137,0.20847142614652767,51.22254205723176
2021-10-25,44910.216831779195,0.2230453442829448,49.874420594748
2021-11-12,30127.05189450331,0.22259814085233035,38.999578763554624
2021-11-14,26912.843517930007,0.16876928140368988,40.64993307081751
2021-11-14,151861.897877735,0.1079345700912506,21.01790456113955
2021-11-17,41115.68271986076,0.20870547934683192,46.01493627527068
2021-11-30,60049.2052859529,0.1774829917940019,33.24764446460775
2021-12-03,51944.76208290991,0.21456863308527296,31.59960284517186
2021-12-10,109035.08061522231,0.16790824623555353,32.014250155904186
2021-12-20,335474.4469304132,0.2671381133372924,43.9632943622128
2021-12-26,55385.60001270548,0.1282060595786116,33.81392901215342
2021-12-30,120243.226006578,0.1,24.69742381627559
2022-01-12,29454.986566142677,0.12312171663554736,37.61021344270756
2022-01-17,32049.581669347277,0.1,12.868654709091224
2022-01-18,30732.366998129335,0.12743130924743723,31.18635857082293
2022-02-02,26161.539678170207,0.11299569846695391,34.412071392130755
2022-02-05,89124.51951813289,0.15059821133944432,26.016654882900347
2022-02-08,25153.216296506158,0.11994333162530096,10.755375919432026
2022-02-14,49428.79987702276,0.10431180606054206,29.875703617088018
2022-02-15,105646.97143211954,0.1680618816157355,47.390433030069424
2022-02-18,42877.85292881073,0.14975357061556283,26.33544936475812
2022-03-02,34094.280258879444,0.25657414583678945,43.16705418811516
2022-03-05,124281.26403365185,0.2860232815522245,47.94153016874929
2022-03-06,26136.793773492107,0.2244889573631904,23.74097652606049
2022-03-15,27071.881653604767,0.160415025148347,43.595414773092266
2022-03-16,26644.770147618572,0.18530200587156942,41.94776034492853
2022-03-26,100866.36465146086,0.26994804566091374,66.64205589525527
2022-04-11,89044.14425778741,0.31699147744654055,55.02228786444997
2022-04-20,36293.27001055818,0.23927656847813517,64.53513609663338
2022-05-06,26167.514465360142,0.24205719669116627,57.74444341077076
2022-05-10,99107.36543795413,0.3165547405860691,50.56787257403834
2022-05-13,40858.92768052292,0.2927943151503529,37.982362968459114
2022-05-20,32996.27089145975,0.3589371145739086,39.27851083470126
2022-05-21,30765.492458773362,0.29862659620825516,51.69607967820903
2022-05-28,196871.73555445593,0.25342604700396526,59.01134737484177
2022-06-10,70033.92030956072,0.3734014661184184,53.49459116954358
2022-06-16,165712.85026276784,0.3041485143643366,30.02252965883266
2022-07-18,1164398.4877730035,0.367559071070356,57.24112338648387
2022-08-13,42805.67742017087,0.261412539586951,40.37221740207107
2022-08-13,52779.745539709365,0.35865578011325333,56.606525815523085
2022-08-15,26334.760174143285,0.26099318615058537,47.302274932177525
2022-08-15,34807.16979253686,0.27182427749935173,54.29857653082407
2022-08-18,29009.82875184161,0.38887005087465915,42.1929522762522
2022-08-30,26271.665482505112,0.2840548892619279,39.90704523154487
2022-09-02,68630.83463500912,0.2598730984495275,52.21580916842773
2022-09-22,32995.9136710759,0.28862720206056053,43.32622715258423
2022-10-09,46049.28081392333,0.26781694727089655,26.40044937531112
2022-10-13,30110.656574570105,0.1883281722500602,44.97448422544028
2022-10-14,118300.8596668389,0.33140559180253815,39.154883442062406
2022-10-17,50524.3795219126,0.18568323830961825,30.599371276257056
2022-10-18,127430.2039959177,0.17449642409636068,41.11562487060455
2022-10-22,40067.815148695256,0.23149507246604537,49.84623273490492
2022-10-25,38758.557352666234,0.2174529507817181,25.46987069934018
2022-11-04,36460.96882421621,0.1,30.47398671316414
2022-11-10,26406.37166477352,0.1260504623981149,32.730970247629436
2022-11-17,59639.67261614453,0.16937064619675618,33.42192977926253
2022-11-17,25157.70277341872,0.1,23.49357430878173
2022-11-22,26123.82015570041,0.20911341629320532,32.60184046521015
2022-11-25,78448.15187947292,0.17323094929304816,33.20432526808014
2022-11-30,38367.52696138442,0.17365229760816658,27.809825354812403
2022-12-07,58823.93116523905,0.1112244042017865,33.827008677977034
2022-12-12,49482.446578433,0.13103530704748378,49.553207839761214
2022-12-18,28509.33154082973,0.16456327335274484,20.51205074733081
2022-12-22,27847.891784057403,0.11126255667901952,31.046529254735777
2022-12-31,30919.82656061599,0.16510051691869154,32.49784697301079
2023-01-09,38141.7288837419,0.16225730553130097,15.551309552731325
2023-01-14,44215.684188182415,0.1425419460731535,37.15194317627949
2023-01-28,35232.230347793746,0.11288401322904128,40.01160769011091
2023-01-31,34047.171334219514,0.1,35.193465142411725
2023-02-03,29539.687290661943,0.1107038297782274,20.47824775893322
2023-02-04,33403.13712003693,0.15922804586020775,42.8242445031319
2023-02-10,29180.121807029103,0.16086985928433756,23.640438895319583
2023-02-26,37399.516917325745,0.2055221985846414,29.736739822320192
2023-02-28,70373.34466527813,0.24023591361451405,59.53511111667664
2023-03-08,64930.061275707405,0.20569683730229435,55.36912511912969
2023-03-26,33398.25393974728,0.24368211212144605,28.303748009568878
2023-03-29,35590.463763242515,0.21697926939593393,37.37234506139718
2023-03-30,55207.06742971727,0.313635802098538,56.28277192491885
2023-04-09,29766.1335030509,0.2959493953381014,52.139147966822264
2023-04-30,38548.627623597495,0.34005341588448124,63.50957997030863
2023-05-23,26319.29472446085,0.2836251929359408,53.34250220604857
2023-05-26,48402.21357356632,0.3021368114723017,50.69453061384399
2023-06-02,39115.1072809306,0.2680335622755086,37.015719069727794
2023-06-02,40175.95658246678,0.2935440324200448,45.201524102996466
2023-06-08,29445.94832412145,0.37417144382113365,68.85468481418266
2023-06-10,102033.59275013051,0.2938591375622991,68.15387188181057
2023-06-11,27773.20294294482,0.30863742768009245,46.42081016724813
2023-06-18,26885.602163320822,0.39026493900161696,73.4421801067407
2023-06-20,49360.01876950597,0.33833774905351455,49.62393009714882
2023-06-21,33392.24100143991,0.3077008283218131,63.546851051166406
2023-06-29,68799.75539144965,0.38792531122265245,56.58283512693301
2023-07-06,38237.356384858045,0.321324303469871,43.57159208789842
2023-07-18,139461.9943350012,0.4021463816720745,60.56727368692474
2023-07-18,48736.587273243815,0.46853020528730893,70.87013774972031
2023-07-21,231134.11204978655,0.33983304915883794,51.493663431093054
2023-07-30,26605.822112042028,0.38592661854181975,60.41132440476693
2023-08-25,118809.34135444787,0.3108053755307338,45.086611098633156
2023-08-30,1141173.468213771,0.30935587427119277,69.25017508566282
2023-09-16,26802.369765486645,0.22272969794807612,50.5670256066425
2023-09-25,58372.88280108412,0.21682761376167267,44.95203511380889
2023-09-25,28269.0396122116,0.2041940230202907,37.725333957583494
2023-09-29,31982.037900549592,0.1496035703559885,28.494628193173583
2023-10-01,55537.37839397598,0.3834266143067677,40.75526656644563
2023-10-03,32618.411471038933,0.2835618069615675,56.06483263502642
2023-10-14,26026.398109233207,0.1841867621735849,39.13433858955242
2023-10-22,34055.17969860752,0.201056064213311,55.12917694229138
2023-10-28,35838.69940209589,0.3124068305231125,43.56720742343076
2023-10-29,28065.93611001899,0.2751405401366086,38.29240077188461
2023-11-01,25133.642230215646,0.16306890960820108,59.01381953886407
2023-11-09,50256.84013465521,0.18958475658602994,45.28629431966584
2023-11-12,30665.798400956417,0.1905817053448575,26.013475529437223
2023-11-14,58688.09864386617,0.18712789428655865,29.313991565382317
2023-12-01,100302.67225919777,0.193480221698827,33.30817030272449
2023-12-05,40610.03945679419,0.1335923782220219,36.69585887507167
2023-12-08,26122.07486923473,0.234424327147079,44.946370579469985
2023-12-22,31754.696619815848,0.1472471479678109,20.923700214632177
2023-12-30,25566.243379781066,0.14867523225392015,50.19491235541779
2024-01-18,37695.99144679113,0.17910224248596296,54.19637970430921
2024-01-19,29251.047626372358,0.16826272276124657,41.61607053358858
2024-01-22,53038.05652416524,0.1,39.59270826085207
2024-01-24,28923.12321575792,0.17334821210648804,47.39774930279321
2024-01-25,26887.088681566307,0.1926064756000656,41.40044666734878
2024-01-25,29753.64009195319,0.16054856608575502,41.7608432945071
2024-02-04,47402.015454146596,0.16789528370412943,40.92387740264995
2024-02-04,25662.707334370316,0.2114677608390751,49.963173653402016
2024-02-05,29814.337991289118,0.20106988203514012,25.32112574571559
2024-02-08,35901.50330708288,0.18467120216965638,38.93692615461306
2024-02-09,51529.47093967386,0.20220864547055545,49.772287752067925
2024-02-17,43345.1233352711,0.27867618730846955,49.02436507377554
2024-02-22,30008.710486630902,0.1274831335871714,42.01008883403355
2024-02-24,58969.51107468518,0.14735861265919808,27.14453465038283
2024-02-29,43004.78175961419,0.21675837300090678,23.88863481104789
2024-03-02,26912.488469215772,0.22889433685873778,43.663116762349965
2024-03-08,25532.762405235342,0.23366659205775758,35.88179384021022
2024-03-09,28505.184134698557,0.2725379314573662,49.60993872682228
2024-04-19,26785.894393978848,0.2902893188237159,56.54280311608948
2024-04-26,55842.75013006207,0.2872336794222619,40.11923428938667
2024-04-28,89485.70283182454,0.2509821320158227,37.169484878958826
2024-04-28,46711.76645163465,0.3276312352834245,69.52749665109528
2024-05-03,57679.56310997014,0.33134060959760686,51.98866250723451
2024-05-04,51341.90143620474,0.24438323669351236,43.54712327422335
2024-05-09,1785656.8297955282,0.37147300903938796,41.80615919658258
2024-05-16,35774.257256201476,0.27114502176287675,38.038865555871695
2024-05-16,37294.878201594125,0.32341459591122923,48.26070586090741
2024-05-17,37710.50733667687,0.3131355897785348,59.670480098504896
2024-06-19,38316.017330101415,0.34045045517703787,67.6014241057533
2024-06-26,27296.139300726296,0.4069846828413075,61.675229269619074
2024-07-01,26165.096700645863,0.3548044263183716,55.66462642373268
2024-07-21,30464.548964604182,0.28236296246441134,26.124943156362285
2024-08-05,71894.34734331405,0.36801267488825756,68.47908810542383
2024-08-12,38831.60176422232,0.2454225838553421,36.14503996372645
2024-08-14,26335.142255613348,0.3255409292650998,74.4521222586867
2024-08-22,460338.4200418014,0.35304538748259323,64.00059794931593
2024-08-25,28919.72435401544,0.28923386444897026,54.31248688174361
2024-08-27,25765.270751366992,0.23066878774132712,40.368129421199
2024-09-01,59954.57923835131,0.2615894332719213,46.21138032437396
2024-09-10,49451.97611305838,0.250175728102553,39.24865411502381
2024-09-11,124262.07864556089,0.27874562512772955,40.13667052173722
2024-09-18,32093.07628715159,0.29533152763105813,53.477674186888784
2024-09-20,264874.3986069167,0.26284433120672535,48.5253579387767
2024-09-21,61090.532619860394,0.25103388740825766,52.67846584129882
2024-10-14,26466.034079623918,0.2277271576965154,37.01453336320474
2024-10-16,27355.708138534934,0.20456525584063373,39.33324508715507
2024-10-17,30791.971582726135,0.2060608883367593,34.838375527992596
2024-10-23,49816.24142486022,0.22442938016226835,40.4124841557969
2024-10-28,30720.629556612537,0.129579621730159,38.39156409681525
2024-11-03,58545.33717239656,0.21326934592334879,49.63029275777733
2024-11-07,66855.35985322077,0.1,6.980788352644151
2024-11-27,26051.079292648534,0.18767295673818085,20.71847466717289
2024-11-30,126863.58974268375,0.17988814762006056,37.36202378927434
2024-12-01,32986.595223676726,0.18144335328509847,24.316338018866485
2024-12-11,36862.96152326989,0.24792062589419328,34.115858295593384
2024-12-24,27540.523601905188,0.2052729524239425,61.281303228848635
2024-12-26,35476.71720566048,0.2547313922257696,43.28213393448832
